Weather,Time_of_Day,Traffic_Density,Road_Type,Road_Condition,Accident_History,Road_Safe_to_Travel
Foggy,Afternoon,Medium,Rural Road,Bad,Medium,Unsafe
Clear,Night,Low,Rural Road,Bad,Low,Safe
Clear,Afternoon,High,Rural Road,Bad,Low,Unsafe
Rainy,Evening,High,Rural Road,Good,Medium,Unsafe
Cloudy,Evening,Medium,Rural Road,Good,Low,Safe
Clear,Night,High,Rural Road,Good,Medium,Safe
Foggy,Evening,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Night,Low,Rural Road,Bad,Medium,Safe
Foggy,Night,High,Rural Road,Bad,Low,Unsafe
Clear,Morning,Medium,Rural Road,Good,Medium,Safe
Stormy,Afternoon,High,Rural Road,Good,Low,Unsafe
Clear,Afternoon,Medium,Rural Road,Bad,Medium,Safe
Clear,Morning,High,Rural Road,Bad,High,Unsafe
Foggy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Clear,Morning,Low,Rural Road,Bad,Medium,Safe
Stormy,Evening,High,Rural Road,Bad,Low,Unsafe
Cloudy,Evening,Medium,Rural Road,Good,Low,Safe
Stormy,Morning,High,Rural Road,Bad,Medium,Unsafe
Stormy,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Rainy,Afternoon,High,Rural Road,Good,Low,Safe
Stormy,Night,High,Rural Road,Good,Medium,Unsafe
Foggy,Night,Low,Rural Road,Bad,Low,Unsafe
Cloudy,Afternoon,Low,Rural Road,Bad,Medium,Safe
Clear,Evening,Medium,Rural Road,Bad,Medium,Safe
Rainy,Night,Low,Rural Road,Good,High,Unsafe
Foggy,Evening,Medium,Rural Road,Good,Medium,Safe
Rainy,Evening,High,Rural Road,Good,Low,Unsafe
Rainy,Morning,Low,Rural Road,Bad,High,Unsafe
Clear,Night,Medium,Rural Road,Good,Low,Safe
Foggy,Morning,Medium,Rural Road,Bad,High,Unsafe
Stormy,Night,High,Rural Road,Bad,High,Unsafe
Stormy,Night,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Morning,Low,Rural Road,Bad,Medium,Safe
Foggy,Afternoon,Low,Rural Road,Bad,Medium,Unsafe
Cloudy,Evening,Medium,Rural Road,Bad,Medium,Unsafe
Foggy,Afternoon,Low,Rural Road,Good,Medium,Safe
Clear,Morning,High,Rural Road,Good,Low,Safe
Clear,Morning,Low,Rural Road,Bad,High,Unsafe
Rainy,Night,High,Rural Road,Bad,Medium,Unsafe
Foggy,Night,Medium,Rural Road,Bad,Medium,Unsafe
Rainy,Morning,High,Rural Road,Bad,High,Unsafe
Cloudy,Evening,High,Rural Road,Bad,High,Unsafe
Foggy,Night,Medium,Rural Road,Good,Medium,Safe
Rainy,Night,High,Rural Road,Good,Medium,Unsafe
Cloudy,Night,Medium,Rural Road,Good,High,Safe
Cloudy,Night,Low,Rural Road,Good,Low,Safe
Rainy,Afternoon,Medium,Rural Road,Bad,Low,Unsafe
Foggy,Afternoon,Medium,Rural Road,Good,Medium,Unsafe
Clear,Evening,Low,Rural Road,Good,Medium,Safe
Foggy,Evening,High,Rural Road,Bad,High,Unsafe
Clear,Morning,Low,Rural Road,Bad,Medium,Safe
Cloudy,Morning,High,Rural Road,Good,Medium,Safe
Clear,Morning,Medium,Rural Road,Good,High,Safe
Foggy,Evening,Medium,Rural Road,Good,Low,Safe
Stormy,Afternoon,High,Rural Road,Good,Medium,Unsafe
Cloudy,Morning,Medium,Rural Road,Good,Low,Safe
Stormy,Morning,Medium,Rural Road,Bad,Low,Unsafe
Stormy,Evening,High,Rural Road,Bad,Medium,Unsafe
Rainy,Morning,Medium,Rural Road,Good,Low,Safe
Cloudy,Afternoon,High,Rural Road,Good,Medium,Safe
Cloudy,Afternoon,Medium,Rural Road,Bad,Low,Safe
Cloudy,Night,Medium,Rural Road,Bad,Low,Safe
Clear,Evening,Medium,Rural Road,Good,High,Unsafe
Stormy,Evening,High,Rural Road,Bad,Low,Unsafe
Clear,Night,High,Rural Road,Good,Medium,Safe
Stormy,Night,Low,Rural Road,Good,High,Unsafe
Rainy,Night,High,Rural Road,Bad,Medium,Unsafe
Rainy,Night,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Night,Low,Rural Road,Bad,Low,Safe
Clear,Morning,High,Rural Road,Bad,Medium,Unsafe
Rainy,Evening,Low,Rural Road,Bad,High,Unsafe
Rainy,Evening,Medium,Rural Road,Good,Medium,Unsafe
Cloudy,Night,Low,Rural Road,Bad,High,Unsafe
Rainy,Afternoon,High,Rural Road,Good,High,Unsafe
Rainy,Night,Medium,Rural Road,Bad,Low,Unsafe
Rainy,Night,Medium,Rural Road,Good,High,Unsafe
Clear,Morning,Medium,Rural Road,Good,Low,Safe
Rainy,Evening,Medium,Rural Road,Good,Medium,Unsafe
Cloudy,Afternoon,High,Rural Road,Bad,High,Unsafe
Stormy,Morning,Low,Rural Road,Bad,High,Unsafe
Stormy,Evening,Low,Rural Road,Bad,Medium,Unsafe
Cloudy,Morning,High,Rural Road,Bad,High,Unsafe
Clear,Night,Medium,Rural Road,Good,Medium,Safe
Rainy,Evening,Medium,Rural Road,Bad,Low,Unsafe
Clear,Morning,Medium,Rural Road,Good,Medium,Safe
Foggy,Night,Low,Rural Road,Bad,Low,Safe
Stormy,Night,High,Rural Road,Bad,Low,Unsafe
Stormy,Afternoon,High,Rural Road,Bad,Low,Unsafe
Rainy,Night,High,Rural Road,Bad,Medium,Unsafe
Foggy,Night,Low,Rural Road,Bad,Low,Safe
Rainy,Evening,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Night,Low,Rural Road,Bad,Medium,Safe
Clear,Evening,Low,Rural Road,Bad,Medium,Safe
Clear,Evening,Low,Rural Road,Bad,Low,Safe
Stormy,Morning,Medium,Rural Road,Good,High,Unsafe
Cloudy,Morning,Low,Rural Road,Good,High,Safe
Foggy,Evening,High,Rural Road,Bad,Medium,Unsafe
Clear,Night,Low,Rural Road,Good,High,Safe
Foggy,Morning,High,Rural Road,Good,High,Unsafe
Clear,Night,High,Rural Road,Bad,Low,Safe
Rainy,Morning,Medium,Rural Road,Bad,Medium,Unsafe
Stormy,Afternoon,Medium,Rural Road,Good,Medium,Unsafe
Cloudy,Morning,Low,Rural Road,Good,Medium,Safe
Rainy,Afternoon,High,Rural Road,Good,Medium,Unsafe
Foggy,Afternoon,Low,Rural Road,Good,Medium,Safe
Foggy,Morning,Low,Rural Road,Bad,Medium,Unsafe
Clear,Morning,Medium,Rural Road,Good,Medium,Safe
Foggy,Morning,High,Rural Road,Bad,Medium,Unsafe
Clear,Evening,Low,Rural Road,Good,Low,Safe
Stormy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Rainy,Afternoon,High,Rural Road,Bad,Low,Unsafe
Cloudy,Evening,Low,Rural Road,Bad,Low,Safe
Rainy,Evening,High,Rural Road,Bad,Medium,Unsafe
Stormy,Evening,Medium,Rural Road,Bad,Medium,Unsafe
Stormy,Night,Medium,Rural Road,Good,Low,Safe
Stormy,Morning,Medium,Rural Road,Bad,High,Unsafe
Clear,Evening,High,Rural Road,Bad,Medium,Unsafe
Foggy,Night,High,Rural Road,Good,Low,Safe
Cloudy,Morning,High,Rural Road,Good,Low,Safe
Clear,Evening,High,Rural Road,Good,Medium,Safe
Cloudy,Evening,Low,Rural Road,Good,Medium,Safe
Rainy,Night,Medium,Rural Road,Good,High,Unsafe
Rainy,Evening,Medium,Rural Road,Good,Low,Safe
Foggy,Night,Low,Rural Road,Good,High,Unsafe
Clear,Night,High,Rural Road,Bad,High,Unsafe
Clear,Afternoon,Low,Rural Road,Bad,Low,Safe
Clear,Night,High,Rural Road,Good,High,Unsafe
Foggy,Morning,Medium,Rural Road,Bad,Low,Unsafe
Rainy,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Rainy,Night,Medium,Rural Road,Bad,Low,Unsafe
Foggy,Morning,Medium,Rural Road,Bad,High,Unsafe
Rainy,Morning,Medium,Rural Road,Good,High,Unsafe
Cloudy,Morning,High,Rural Road,Bad,High,Unsafe
Rainy,Night,Medium,Rural Road,Good,High,Unsafe
Cloudy,Afternoon,Low,Rural Road,Good,High,Safe
Stormy,Night,Medium,Rural Road,Bad,Medium,Unsafe
Clear,Night,Medium,Rural Road,Bad,High,Unsafe
Stormy,Morning,Medium,Rural Road,Bad,Low,Unsafe
Cloudy,Morning,Low,Rural Road,Good,Low,Safe
Clear,Night,Low,Rural Road,Bad,Low,Safe
Stormy,Morning,Medium,Rural Road,Good,Low,Safe
Stormy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Foggy,Evening,Low,Rural Road,Good,Medium,Safe
Foggy,Morning,Medium,Rural Road,Bad,High,Unsafe
Clear,Night,Low,Rural Road,Bad,Medium,Safe
Foggy,Night,Low,Rural Road,Bad,High,Unsafe
Clear,Afternoon,Medium,Rural Road,Good,Medium,Safe
Foggy,Morning,Medium,Rural Road,Good,Low,Safe
Foggy,Afternoon,Low,Rural Road,Good,Medium,Safe
Cloudy,Night,Low,Rural Road,Good,High,Safe
Stormy,Evening,High,Rural Road,Good,High,Unsafe
Stormy,Evening,Medium,Rural Road,Good,Low,Safe
Foggy,Afternoon,High,Rural Road,Good,High,Unsafe
Rainy,Afternoon,Medium,Rural Road,Bad,Low,Unsafe
Stormy,Afternoon,Low,Rural Road,Bad,Low,Unsafe
Stormy,Morning,High,Rural Road,Bad,Medium,Unsafe
Rainy,Morning,High,Rural Road,Good,Low,Safe
Foggy,Evening,Low,Rural Road,Good,Low,Safe
Foggy,Morning,High,Rural Road,Bad,Low,Unsafe
Clear,Evening,Medium,Rural Road,Bad,Medium,Safe
Foggy,Morning,Medium,Rural Road,Bad,High,Unsafe
Stormy,Afternoon,Low,Rural Road,Bad,High,Unsafe
Foggy,Morning,High,Rural Road,Good,Low,Safe
Cloudy,Morning,High,Rural Road,Good,Medium,Safe
Clear,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Clear,Night,Low,Rural Road,Good,High,Safe
Foggy,Evening,Medium,Rural Road,Bad,High,Unsafe
Clear,Morning,Medium,Rural Road,Good,High,Unsafe
Clear,Evening,Low,Rural Road,Good,High,Safe
Stormy,Night,Medium,Rural Road,Good,Medium,Unsafe
Foggy,Afternoon,Medium,Rural Road,Bad,Medium,Unsafe
Clear,Afternoon,Low,Rural Road,Bad,Low,Safe
Stormy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Cloudy,Morning,Low,Rural Road,Good,Low,Safe
Foggy,Morning,High,Rural Road,Bad,High,Unsafe
Foggy,Afternoon,High,Rural Road,Bad,Low,Unsafe
Clear,Afternoon,High,Rural Road,Good,Medium,Safe
Clear,Afternoon,Low,Rural Road,Good,Medium,Safe
Stormy,Night,Low,Rural Road,Good,Medium,Safe
Clear,Night,Medium,Rural Road,Good,Low,Safe
Clear,Night,High,Rural Road,Bad,High,Unsafe
Stormy,Night,Low,Rural Road,Good,Low,Safe
Clear,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Cloudy,Morning,High,Rural Road,Good,Medium,Safe
Cloudy,Morning,Low,Rural Road,Bad,Medium,Safe
Rainy,Morning,High,Rural Road,Good,High,Unsafe
Cloudy,Night,High,Rural Road,Bad,High,Unsafe
Foggy,Evening,Low,Rural Road,Bad,High,Unsafe
Clear,Evening,Medium,Rural Road,Good,High,Unsafe
Rainy,Morning,Medium,Rural Road,Bad,High,Unsafe
Foggy,Night,Medium,Rural Road,Good,Low,Safe
Stormy,Night,Low,Rural Road,Bad,Low,Unsafe
Clear,Night,High,Rural Road,Bad,High,Unsafe
Cloudy,Night,Low,Rural Road,Bad,High,Unsafe
Stormy,Night,Medium,Rural Road,Good,Medium,Unsafe
Rainy,Evening,Low,Rural Road,Bad,High,Unsafe
Rainy,Afternoon,Low,Rural Road,Bad,Medium,Unsafe
Foggy,Evening,High,Rural Road,Bad,High,Unsafe
Foggy,Morning,Medium,Rural Road,Good,Low,Safe
Stormy,Afternoon,Medium,Rural Road,Good,High,Unsafe
Cloudy,Night,Medium,Rural Road,Good,Medium,Safe
Cloudy,Morning,Low,Rural Road,Good,Low,Safe
Stormy,Evening,High,Rural Road,Good,Medium,Unsafe
Foggy,Afternoon,Medium,Rural Road,Good,Medium,Unsafe
Stormy,Night,Medium,Rural Road,Bad,High,Unsafe
Clear,Evening,High,Rural Road,Bad,Medium,Unsafe
Rainy,Night,High,Rural Road,Bad,High,Unsafe
Rainy,Evening,Medium,Rural Road,Bad,High,Unsafe
Rainy,Evening,Medium,Rural Road,Good,Medium,Safe
Cloudy,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Rainy,Morning,High,Rural Road,Good,High,Unsafe
Clear,Evening,High,Rural Road,Bad,High,Unsafe
Cloudy,Evening,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Morning,High,Rural Road,Good,Medium,Safe
Clear,Afternoon,Low,Rural Road,Good,Low,Safe
Clear,Night,Low,Rural Road,Good,Medium,Safe
Foggy,Morning,High,Rural Road,Bad,Low,Unsafe
Rainy,Evening,Low,Rural Road,Good,Low,Safe
Rainy,Evening,High,Rural Road,Bad,High,Unsafe
Foggy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Stormy,Morning,High,Rural Road,Good,High,Unsafe
Foggy,Night,Medium,Rural Road,Bad,Medium,Unsafe
Cloudy,Morning,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Morning,Low,Rural Road,Good,Medium,Safe
Foggy,Evening,High,Rural Road,Bad,Low,Unsafe
Clear,Afternoon,Low,Rural Road,Bad,Medium,Safe
Cloudy,Morning,Low,Rural Road,Bad,High,Unsafe
Rainy,Evening,Medium,Rural Road,Bad,Medium,Unsafe
Clear,Morning,High,Rural Road,Good,High,Unsafe
Rainy,Evening,Low,Rural Road,Good,Medium,Safe
Stormy,Evening,High,Rural Road,Bad,High,Unsafe
Rainy,Night,Low,Rural Road,Good,Medium,Safe
Clear,Night,High,Rural Road,Good,High,Unsafe
Foggy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Cloudy,Evening,Low,Rural Road,Bad,Medium,Safe
Rainy,Afternoon,Low,Rural Road,Bad,Medium,Unsafe
Clear,Evening,Medium,Rural Road,Good,High,Unsafe
Stormy,Night,Low,Rural Road,Good,High,Unsafe
Clear,Morning,Medium,Rural Road,Bad,Low,Safe
Cloudy,Night,Medium,Rural Road,Good,Medium,Safe
Clear,Evening,High,Rural Road,Good,Medium,Safe
Rainy,Evening,Medium,Rural Road,Good,High,Unsafe
Rainy,Night,High,Rural Road,Good,Low,Unsafe
Foggy,Morning,Medium,Rural Road,Bad,Medium,Unsafe
Cloudy,Evening,High,Rural Road,Bad,Medium,Unsafe
Rainy,Afternoon,Medium,Rural Road,Bad,Medium,Unsafe
Rainy,Evening,Medium,Rural Road,Good,Low,Safe
Foggy,Morning,High,Rural Road,Good,Medium,Unsafe
Stormy,Night,High,Rural Road,Good,Low,Unsafe
Cloudy,Evening,Low,Rural Road,Bad,Low,Safe
Rainy,Afternoon,Low,Rural Road,Bad,Low,Safe
Rainy,Night,Low,Rural Road,Bad,Low,Safe
Clear,Morning,High,Rural Road,Bad,High,Unsafe
Stormy,Night,High,Rural Road,Good,Medium,Unsafe
Stormy,Night,Low,Rural Road,Bad,Medium,Unsafe
Stormy,Night,Low,Rural Road,Good,Medium,Safe
Cloudy,Morning,Low,Rural Road,Bad,Low,Safe
Stormy,Evening,Medium,Rural Road,Good,Medium,Unsafe
Rainy,Evening,Low,Rural Road,Bad,Medium,Unsafe
Foggy,Morning,Low,Rural Road,Bad,Medium,Unsafe
Stormy,Evening,High,Rural Road,Good,High,Unsafe
Cloudy,Afternoon,High,Rural Road,Bad,High,Unsafe
Stormy,Afternoon,High,Rural Road,Bad,Low,Unsafe
Cloudy,Evening,High,Rural Road,Good,Medium,Safe
Foggy,Night,High,Rural Road,Good,Medium,Unsafe
Cloudy,Evening,High,Rural Road,Bad,Medium,Unsafe
Rainy,Night,Low,Rural Road,Bad,Low,Unsafe
Cloudy,Afternoon,Medium,Rural Road,Good,Low,Safe
Foggy,Afternoon,High,Rural Road,Good,Medium,Unsafe
Clear,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Evening,High,Rural Road,Good,High,Unsafe
Cloudy,Evening,Low,Rural Road,Bad,High,Unsafe
Cloudy,Morning,Medium,Rural Road,Bad,High,Unsafe
Rainy,Afternoon,Medium,Rural Road,Good,Medium,Safe
Rainy,Morning,Medium,Rural Road,Good,High,Unsafe
Cloudy,Afternoon,Medium,Rural Road,Good,High,Unsafe
Foggy,Evening,Medium,Rural Road,Bad,Low,Unsafe
Rainy,Morning,Medium,Rural Road,Bad,Medium,Unsafe
Foggy,Afternoon,Medium,Rural Road,Good,Medium,Unsafe
Rainy,Night,High,Rural Road,Bad,Low,Unsafe
Rainy,Morning,Medium,Rural Road,Good,Medium,Safe
Rainy,Morning,Medium,Rural Road,Bad,Medium,Unsafe
Stormy,Evening,Low,Rural Road,Good,Medium,Safe
Foggy,Evening,High,Rural Road,Bad,Medium,Unsafe
Clear,Morning,Low,Rural Road,Bad,Medium,Safe
Clear,Morning,High,Rural Road,Good,Low,Safe
Clear,Evening,Medium,Rural Road,Good,Low,Safe
Clear,Morning,Low,Rural Road,Good,High,Safe
Cloudy,Night,Low,Rural Road,Good,High,Safe
Clear,Night,High,Rural Road,Bad,Medium,Unsafe
Stormy,Afternoon,High,Rural Road,Good,Medium,Unsafe
Stormy,Evening,Medium,Rural Road,Good,Medium,Unsafe
Foggy,Night,Low,Rural Road,Bad,Medium,Unsafe
Clear,Evening,Low,Rural Road,Good,Medium,Safe
Rainy,Evening,High,Rural Road,Good,High,Unsafe
Foggy,Evening,High,Rural Road,Bad,High,Unsafe
Rainy,Evening,High,Rural Road,Good,Medium,Unsafe
Cloudy,Night,High,Rural Road,Bad,Medium,Unsafe
Foggy,Night,Medium,Rural Road,Bad,Medium,Unsafe
Stormy,Morning,High,Rural Road,Good,Low,Unsafe
Foggy,Evening,Low,Rural Road,Good,High,Unsafe
Foggy,Afternoon,Low,Rural Road,Good,Medium,Safe
Stormy,Evening,High,Rural Road,Good,Medium,Unsafe
Stormy,Morning,Low,Rural Road,Good,High,Unsafe
Rainy,Afternoon,Medium,Rural Road,Good,Medium,Safe
Clear,Afternoon,Medium,Rural Road,Good,High,Unsafe
Stormy,Evening,Medium,Rural Road,Good,Medium,Unsafe
Stormy,Morning,Medium,Rural Road,Bad,High,Unsafe
Stormy,Night,High,Rural Road,Good,Medium,Unsafe
Clear,Evening,High,Rural Road,Bad,Medium,Unsafe
Cloudy,Morning,High,Rural Road,Good,Low,Safe
Stormy,Night,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Morning,Low,Rural Road,Good,Low,Safe
Clear,Evening,Low,Rural Road,Bad,Medium,Safe
Stormy,Afternoon,Low,Rural Road,Good,High,Unsafe
Stormy,Evening,High,Rural Road,Good,Medium,Unsafe
Foggy,Evening,High,Rural Road,Good,High,Unsafe
Stormy,Morning,High,Rural Road,Bad,Low,Unsafe
Stormy,Afternoon,Low,Rural Road,Good,High,Unsafe
Foggy,Evening,High,Rural Road,Bad,High,Unsafe
Stormy,Morning,Medium,Rural Road,Good,Low,Unsafe
Stormy,Morning,Medium,Rural Road,Good,Low,Unsafe
Cloudy,Morning,Medium,Rural Road,Good,Low,Safe
Rainy,Evening,High,Rural Road,Good,High,Unsafe
Cloudy,Morning,Medium,Rural Road,Bad,Low,Safe
Rainy,Night,Low,Rural Road,Good,Medium,Safe
Foggy,Morning,Medium,Rural Road,Bad,Medium,Unsafe
Cloudy,Evening,Low,Rural Road,Bad,High,Unsafe
Foggy,Morning,Low,Rural Road,Good,High,Unsafe
Cloudy,Afternoon,Medium,Rural Road,Good,Low,Safe
Rainy,Morning,High,Rural Road,Good,Medium,Unsafe
Foggy,Night,High,Rural Road,Good,Low,Unsafe
Rainy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Cloudy,Morning,Low,Rural Road,Bad,Low,Safe
Cloudy,Evening,Low,Rural Road,Bad,Medium,Safe
Cloudy,Morning,Medium,Rural Road,Good,Low,Safe
Cloudy,Morning,High,Rural Road,Good,High,Unsafe
Clear,Evening,High,Rural Road,Bad,Medium,Unsafe
Stormy,Night,Low,Rural Road,Bad,Medium,Unsafe
Clear,Afternoon,Low,Rural Road,Good,Medium,Safe
Stormy,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Foggy,Afternoon,Low,Rural Road,Good,High,Unsafe
Rainy,Night,Low,Rural Road,Bad,High,Unsafe
Clear,Morning,Low,Rural Road,Good,Low,Safe
Cloudy,Morning,High,Rural Road,Good,Medium,Safe
Clear,Morning,Medium,Rural Road,Good,High,Unsafe
Foggy,Evening,High,Rural Road,Good,Medium,Unsafe
Cloudy,Evening,Medium,Rural Road,Good,Low,Safe
Rainy,Night,Medium,Rural Road,Bad,High,Unsafe
Clear,Morning,Medium,Rural Road,Good,Medium,Safe
Clear,Night,Low,Rural Road,Bad,High,Unsafe
Rainy,Night,Low,Rural Road,Good,Low,Safe
Rainy,Evening,High,Rural Road,Good,Low,Unsafe
Cloudy,Afternoon,High,Rural Road,Good,Medium,Safe
Foggy,Night,Low,Rural Road,Good,Medium,Safe
Cloudy,Afternoon,Low,Rural Road,Bad,Low,Safe
Foggy,Morning,Medium,Rural Road,Bad,Low,Unsafe
Foggy,Afternoon,Low,Rural Road,Bad,Low,Safe
Clear,Morning,High,Rural Road,Good,Medium,Safe
Clear,Evening,Medium,Rural Road,Bad,Medium,Unsafe
Rainy,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Stormy,Morning,Medium,Rural Road,Good,Low,Safe
Rainy,Night,High,Rural Road,Good,Medium,Unsafe
Clear,Afternoon,Low,Rural Road,Bad,Low,Safe
Foggy,Afternoon,Medium,Rural Road,Good,High,Unsafe
Foggy,Morning,High,Rural Road,Bad,Low,Unsafe
Cloudy,Evening,Medium,Rural Road,Bad,Low,Safe
Clear,Evening,Low,Rural Road,Bad,High,Unsafe
Foggy,Morning,Medium,Rural Road,Good,Medium,Safe
Stormy,Afternoon,Medium,Rural Road,Good,Medium,Unsafe
Stormy,Evening,Low,Rural Road,Good,High,Unsafe
Cloudy,Evening,High,Rural Road,Bad,Medium,Unsafe
Foggy,Afternoon,Low,Rural Road,Bad,Low,Unsafe
Foggy,Afternoon,Low,Rural Road,Good,High,Unsafe
Stormy,Evening,Medium,Rural Road,Bad,Low,Unsafe
Cloudy,Night,High,Rural Road,Good,High,Unsafe
Stormy,Evening,Medium,Rural Road,Bad,High,Unsafe
Stormy,Evening,High,Rural Road,Bad,Low,Unsafe
Cloudy,Afternoon,Low,Rural Road,Good,High,Safe
Cloudy,Evening,Low,Rural Road,Good,Low,Safe
Rainy,Evening,High,Rural Road,Good,High,Unsafe
Rainy,Night,High,Rural Road,Bad,Medium,Unsafe
Foggy,Evening,Low,Rural Road,Bad,Low,Safe
Cloudy,Morning,High,Rural Road,Bad,Low,Unsafe
Stormy,Afternoon,Low,Rural Road,Bad,Medium,Unsafe
Cloudy,Morning,Medium,Rural Road,Bad,High,Unsafe
Rainy,Evening,Medium,Rural Road,Good,High,Unsafe
Cloudy,Evening,Low,Rural Road,Good,High,Safe
Rainy,Morning,Low,Rural Road,Bad,Medium,Unsafe
Clear,Morning,Low,Rural Road,Good,Low,Safe
Stormy,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Rainy,Night,Low,Rural Road,Bad,Low,Unsafe
Stormy,Night,Low,Rural Road,Bad,High,Unsafe
Clear,Night,Medium,Rural Road,Good,Medium,Safe
Stormy,Morning,High,Rural Road,Good,Low,Unsafe
Stormy,Night,High,Rural Road,Good,High,Unsafe
Foggy,Morning,Low,Rural Road,Good,Low,Safe
Cloudy,Afternoon,High,Rural Road,Good,High,Unsafe
Rainy,Night,Medium,Rural Road,Bad,High,Unsafe
Stormy,Evening,High,Rural Road,Good,Medium,Unsafe
Cloudy,Afternoon,High,Rural Road,Good,High,Unsafe
Clear,Afternoon,High,Rural Road,Bad,High,Unsafe
Cloudy,Afternoon,Medium,Rural Road,Good,High,Safe
Cloudy,Night,High,Rural Road,Bad,High,Unsafe
Clear,Evening,High,Rural Road,Bad,High,Unsafe
Clear,Evening,Medium,Rural Road,Good,High,Unsafe
Clear,Evening,Low,Rural Road,Bad,Medium,Safe
Clear,Night,Medium,Rural Road,Bad,Medium,Safe
Cloudy,Night,Low,Rural Road,Good,Low,Safe
Clear,Evening,Medium,Rural Road,Good,Low,Safe
Foggy,Night,Medium,Rural Road,Good,High,Unsafe
Clear,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Clear,Evening,Low,Rural Road,Good,High,Safe
Cloudy,Morning,Low,Rural Road,Good,High,Safe
Foggy,Night,Low,Rural Road,Bad,Medium,Unsafe
Clear,Evening,High,Rural Road,Good,Low,Safe
Cloudy,Night,High,Rural Road,Bad,High,Unsafe
Cloudy,Night,Medium,Rural Road,Bad,Medium,Unsafe
Stormy,Morning,High,Rural Road,Bad,High,Unsafe
Stormy,Afternoon,High,Rural Road,Bad,Medium,Unsafe
Clear,Night,Low,Rural Road,Bad,High,Unsafe
Foggy,Morning,High,Rural Road,Good,Low,Safe
Foggy,Night,Low,Rural Road,Good,Low,Safe
Cloudy,Night,Medium,Rural Road,Good,High,Safe
Foggy,Afternoon,Medium,Rural Road,Good,Low,Safe
Cloudy,Morning,Low,Rural Road,Good,Medium,Safe
Rainy,Night,Medium,Rural Road,Good,Low,Safe
Rainy,Evening,Medium,Rural Road,Bad,High,Unsafe
Stormy,Night,Low,Rural Road,Good,Low,Safe
Foggy,Night,Medium,Rural Road,Good,Medium,Unsafe
Stormy,Night,Medium,Rural Road,Bad,Low,Unsafe
Foggy,Evening,Low,Rural Road,Good,High,Unsafe
Clear,Afternoon,Low,Rural Road,Bad,Low,Safe
Stormy,Morning,Low,Rural Road,Good,High,Unsafe
Stormy,Morning,High,Rural Road,Bad,Low,Unsafe
Foggy,Afternoon,Medium,Rural Road,Good,Low,Safe
Foggy,Night,Medium,Rural Road,Bad,High,Unsafe
Foggy,Night,Medium,Rural Road,Good,High,Unsafe
Rainy,Evening,Low,Rural Road,Bad,Low,Unsafe
Clear,Evening,Medium,Rural Road,Good,Medium,Safe
Rainy,Night,Medium,Rural Road,Bad,Medium,Unsafe
Foggy,Night,Medium,Rural Road,Bad,Medium,Unsafe
Rainy,Morning,High,Rural Road,Bad,Medium,Unsafe
Clear,Afternoon,Low,Rural Road,Good,High,Safe
Rainy,Night,Low,Rural Road,Bad,High,Unsafe
Stormy,Afternoon,Low,Rural Road,Bad,Medium,Unsafe
Cloudy,Night,High,Rural Road,Bad,High,Unsafe
Clear,Night,High,Rural Road,Bad,Medium,Unsafe
Rainy,Afternoon,High,Rural Road,Good,Medium,Unsafe
Stormy,Afternoon,High,Rural Road,Good,Medium,Unsafe
Rainy,Night,Low,Rural Road,Bad,Low,Unsafe
Cloudy,Evening,Medium,Rural Road,Good,Medium,Safe
Clear,Night,Low,Rural Road,Bad,Low,Safe
Cloudy,Morning,Medium,Rural Road,Bad,Medium,Safe
Rainy,Afternoon,High,Rural Road,Good,High,Unsafe
Clear,Morning,Medium,Rural Road,Good,Medium,Safe
Cloudy,Night,Medium,Rural Road,Bad,Low,Safe
Clear,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Cloudy,Evening,High,Rural Road,Bad,High,Unsafe
Foggy,Afternoon,Medium,Rural Road,Good,Medium,Unsafe
Stormy,Afternoon,Medium,Rural Road,Bad,Low,Unsafe
Foggy,Morning,High,Rural Road,Good,Low,Safe
Cloudy,Night,High,Rural Road,Good,High,Unsafe
Foggy,Afternoon,Medium,Rural Road,Bad,High,Unsafe
Clear,Night,High,Rural Road,Good,Medium,Safe
